Group,Excellent ratio,Good ratio,Pass ratio,Fail ratio
35,0.205576608593574,0.25748526334999233,0.4130081397613295,0.12392998829510425
36,0.17670586371711555,0.22353103732774254,0.5017043865642481,0.0980587123908938
37,0.15475276938312257,0.22725955402156386,0.506407554113148,0.11158012248216559
38,0.16252182354862385,0.13622917448816346,0.6265913114051715,0.07465769055804113
39,0.17878282208925633,0.2873987443588998,0.3750897473971423,0.15872868615470162
40,0.4271264408551069,0.24998762527456725,0.2970298963778856,0.025856037492440156
41,0.1843072105995283,0.25984153981498964,0.4202041611748144,0.1356470884106675
42,0.16240081684545266,0.21415537708002802,0.5392458755523986,0.08419793052212075
43,0.15083105981643571,0.24013786524586989,0.4849715154041662,0.12405955953352828
44,0.13094561227000837,0.2108452724944711,0.44287543309287747,0.21533368214264295
45,0.1398347609434759,0.2049389664325114,0.5249920403853396,0.1302342322386731
46,0.12180964135895733,0.10587513145699022,0.7369664874271574,0.035348739756894974
47,0.15957994029994688,0.2600083344976233,0.40591190018159223,0.17449982502083755
48,0.16995981211693412,0.31988475613548806,0.4023045728974345,0.10785085885014332
49,0.14384446332892742,0.2690624530794311,0.3908583954673304,0.19623468812431086
50,0.074627511636776,0.10853734191283627,0.7580783174402258,0.058756829010161965
51,0.18090645479199,0.2904441480306088,0.3618419064077462,0.16680749076965495
52,0.10005709625951874,0.08245650064713064,0.7811269953184566,0.036359407774894
53,0.11649241586773942,0.2845977220336365,0.3874983887588905,0.21141147333973365
54,0.15105217685451072,0.1294154727670027,0.6941259794951953,0.025406370883291427
55,0.15286432729185467,0.27143168550809693,0.38373442968039695,0.19196955751965136
56,0.07796022551535468,0.08182064598214539,0.7940765499347582,0.0461425785677417
57,0.20644555939961082,0.207710555765611,0.4582450440035823,0.1275988408311959
58,0.06387632316147379,0.07297269261536214,0.8199011378355481,0.04324984638761597
59,0.17595065440227634,0.2749381644268676,0.40854652739969005,0.14056465377116603
60,0.10672846310405175,0.08733609749816307,0.7829989214535352,0.022936517944249994
61,0.17887219000501062,0.23434244804798915,0.4844167459746416,0.10236861597235865
62,0.11398894551249887,0.23701602761167406,0.3968901477497342,0.25210487912609286
63,0.12616571509106336,0.23566115118931344,0.5546743963304634,0.08349873738915974
64,0.1458235282838484,0.22408678017376832,0.4201534225849137,0.2099362689574696
65,0.15990995230015823,0.23447198227347738,0.41309619192146113,0.19252187350490335
66,0.16126222176849003,0.2612135996761945,0.3896643580707186,0.18785982048459685
67,0.18079033586184248,0.2646207733210668,0.4222257275846659,0.13236316323242495
68,0.23422787540428763,0.2704774864384618,0.3597119098689911,0.1355827282882594
69,0.2356205573714183,0.2449702384233913,0.3956160612032785,0.12379314300191173
70,0.11608298526052149,0.40798902369381707,0.1828182015528728,0.29310978949278865
71,0.19231042253802696,0.2699216049550046,0.3990002576926856,0.1387677148142828
72,0.21579894177791772,0.3140198091629022,0.2871583677025986,0.18302288135658146
73,0.16332249846285282,0.2390787472738533,0.4585189679107139,0.13907978635258003
74,0.11116946079962324,0.1959459733464341,0.4916816817272643,0.20120288412667842
75,0.17757334130497576,0.25626540060892694,0.4466101159562614,0.11955114212983593
76,0.0898863392771775,0.35573142591822193,0.24858853845104956,0.305793696353551
77,0.16364031550255415,0.2367635232395959,0.4372908889332374,0.16230527232461248
78,0.1023364733261844,0.1949634961950309,0.5933024477213044,0.1093975827574803
79,0.18170801667559783,0.2584288219347218,0.40368925173152614,0.15617390965815436
80,0.09362292072402488,0.28221312557585293,0.40290742850694294,0.22125652519317918
81,0.12511203128586318,0.23462666598196938,0.4910105013375164,0.14925080139465102
82,0.11133103098326291,0.20696980801686818,0.37336736188622,0.308331799113649
83,0.1680463980229313,0.26661484382998396,0.38929324687504413,0.17604551127204066
84,0.12816255983677832,0.21319139061892114,0.4745961688235732,0.18404988072072737
85,0.2126848174922431,0.25487304277416134,0.43045378314962407,0.10198835658397132
86,0.24806630489571296,0.3147353830552182,0.32317621315550066,0.11402209889356822
87,0.18120456092709383,0.2430527273783282,0.4356077298749151,0.14013498181966297
88,0.24045449919262202,0.35405391585525414,0.25824878544950164,0.14724279950262226
89,0.18190758757311581,0.2777463537172792,0.44062977276212206,0.09971628594748287
90,0.24445376121402865,0.4045635011883719,0.18809389078373265,0.16288884681386664
91,0.15740069868832945,0.24188416765145523,0.45349565285023297,0.1472194808099823
92,0.1927330436890042,0.28470661330605673,0.2415965571129906,0.2809637858919485
93,0.1944135533774896,0.2606436022698664,0.44623582017572466,0.09870702417691919
94,0.21660728634085735,0.186418017881577,0.4404808803100596,0.15649381546750607
95,0.1781953023408011,0.2670750755378439,0.3503193700566385,0.20441025206471655
96,0.18292707125310692,0.2888996880635523,0.2713984475900442,0.25677479309329654
97,0.1536984755512913,0.2204680558306664,0.4771505526821871,0.1486829159358553
98,0.1662730630412907,0.16151541238725348,0.5820266472855634,0.09018487728589258
99,0.18154830469253297,0.26702061873891225,0.46653436474579135,0.08489671182276354
100,0.1457760547465857,0.16737653554303752,0.5152541855201189,0.17159322419025763
101,0.20868943770747828,0.28015759131802465,0.4064118498635888,0.10474112111090836
102,0.16653316726229916,0.3153363684701828,0.36954034490337206,0.14859011936414587
103,0.1606428183735449,0.26546574498065795,0.4208092425514103,0.1530821940943868
104,0.17165643409279266,0.3447655383822766,0.28206304962481354,0.20151497790011727
105,0.14378994605532766,0.2810164647517115,0.44176646300070754,0.13342712619225322
106,0.0993784285181377,0.09531853050780838,0.7590337731525557,0.04626926782149815
107,0.1783226938964819,0.30469839568777646,0.4005467222113455,0.11643218820439617
108,0.24929079896321898,0.28735855283190564,0.3652180236647422,0.09813262454013298
109,0.204864905445794,0.28874282003826757,0.3940845032557703,0.11230777126016803
110,0.11724970099341825,0.3049971916073664,0.3536134574954568,0.22413964990375854
111,0.19192082853615386,0.22803289503056898,0.44556625544560596,0.13448002098767112
112,0.19045736363894766,0.31283175133375885,0.37303458969996334,0.12367629532733011
113,0.16926341362137473,0.24735770536337512,0.46083190389554135,0.12254697711970874
114,0.22760195952422002,0.3695830451256666,0.20286705851982773,0.19994793683028567
115,0.14655419855564342,0.22820005325012677,0.47725257202665633,0.14799317616757335
116,0.08966510693923398,0.08910073522425198,0.7538911466203784,0.06734301121613565
117,0.19502792123983476,0.2755249718429999,0.36136897570273885,0.16807813121442633
118,0.07706158178247134,0.07467799713781499,0.8137256124601252,0.034534808619588374
119,0.19450574834681938,0.2815353683054321,0.3938033959241075,0.13015548742364097
